id,,,,,,,
18001,1,13,22,25,35,3,4
18002,12,20,23,27,34,1,6
18003,4,21,23,24,30,9,10
18004,4,9,22,28,30,1,10
18005,4,9,23,24,30,8,11
18006,19,20,30,32,33,3,5
18007,3,4,28,31,34,4,11
18008,9,15,17,20,22,10,11
18009,10,12,28,30,34,3,4
18010,24,25,26,28,29,4,12
18011,3,13,15,23,26,1,10
18012,3,22,24,29,34,7,11
18013,8,24,31,33,35,7,10
18014,14,16,18,24,31,1,8
18015,4,13,15,18,29,5,11
18016,1,2,12,13,23,9,12
18017,4,19,21,23,31,4,9
18018,6,8,13,24,28,6,12
18019,10,11,19,21,28,5,12
18020,1,10,13,14,21,9,12
18021,5,6,8,9,15,4,11
18022,2,10,19,33,35,5,6
18023,12,13,18,21,29,2,8
18024,2,16,24,30,32,4,7
18025,7,8,9,15,34,7,8
18026,1,2,3,4,30,3,5
18027,1,18,20,21,26,4,11
18028,4,19,25,30,35,4,7
18029,3,9,21,25,29,1,8
18030,5,18,21,28,32,9,11
18031,3,8,13,17,23,5,11
18032,7,10,17,32,35,5,12
18033,2,3,19,23,34,4,9
18034,8,11,22,27,32,3,7
18035,5,7,10,12,24,7,11
18036,11,17,18,21,27,7,8
18037,1,3,27,30,31,2,11
18038,14,23,25,31,32,1,3
18039,2,7,14,29,32,10,11
18040,5,7,18,27,31,1,8
18041,1,23,25,31,33,1,12
18042,3,19,25,29,35,5,9
18043,3,6,13,28,33,4,11
18044,2,4,6,18,21,5,8
18045,2,5,20,30,35,5,9
18046,10,20,22,29,32,5,10
18047,3,8,10,14,20,4,8
18048,2,3,11,20,25,2,7
18049,4,7,9,10,13,6,12
18050,22,24,26,34,35,6,12
18051,9,18,28,29,35,3,11
18052,5,16,18,19,25,2,7
18053,11,16,21,23,25,2,12
18054,9,10,12,20,30,1,7
18055,3,7,20,33,34,9,10
18056,2,4,16,28,34,5,7
18057,13,19,22,27,28,5,6
18058,9,11,12,26,32,4,10
18059,1,9,10,27,35,6,11
18060,4,22,27,29,31,2,10
18061,4,10,12,28,31,8,11
18062,12,14,19,23,35,2,7
18063,5,14,15,32,34,3,10
18064,1,3,4,11,29,2,4
18065,7,10,28,31,32,8,10
18066,1,20,23,32,33,1,4
18067,3,7,12,18,31,7,10
18068,8,12,16,26,33,5,6
18069,1,8,13,21,24,2,11
18070,2,5,10,16,30,4,7
18071,2,5,23,30,31,3,9
18072,5,12,17,24,26,1,2
18073,13,19,24,25,29,2,8
18074,3,9,12,28,30,4,12
18075,1,6,12,20,34,4,12
18076,7,18,28,29,32,6,8
18077,1,6,9,15,26,8,9
18078,7,11,12,22,30,3,6
18079,3,4,10,27,29,1,5
18080,7,16,24,26,31,10,11
18081,2,10,13,21,35,1,12
18082,1,2,14,17,18,8,10
18083,7,12,25,27,28,10,11
18084,6,11,17,22,35,11,12
18085,1,2,14,25,31,5,7
18086,16,22,24,29,31,4,5
18087,3,14,19,23,25,1,4
18088,8,9,21,25,33,1,8
18089,26,27,28,32,34,6,10
18090,6,20,24,33,34,4,11
18091,6,22,26,28,31,1,7
18092,5,7,14,18,19,4,10
18093,3,11,16,18,33,3,11
18094,11,16,25,30,34,8,10
18095,7,14,18,29,35,5,12
18096,13,14,20,28,34,6,10
18097,10,12,14,18,23,1,4
18098,2,15,18,25,27,5,7
18099,12,13,16,20,21,1,7
18100,6,20,21,26,30,6,9
18101,3,14,15,23,29,4,5
18102,6,7,13,22,24,10,12
18103,14,24,26,28,35,2,3
18104,1,13,14,26,28,7,11
18105,1,16,19,20,31,2,7
18106,4,14,17,24,31,1,4
18107,7,8,9,10,22,3,4
18108,9,10,24,31,32,7,12
18109,10,16,23,25,34,2,5
18110,6,19,21,27,28,3,11
18111,3,16,27,28,32,4,5
18112,3,7,8,9,29,9,10
18113,8,12,27,31,33,4,8
18114,12,18,26,28,29,5,6
18115,2,6,13,18,25,1,2
18116,1,14,17,21,33,7,10
18117,7,11,13,22,29,3,8
18118,4,5,14,21,34,6,9
18119,6,9,11,16,35,2,5
18120,21,22,25,27,30,8,9
18121,6,7,21,29,30,1,10
18122,8,9,21,30,31,5,12
18123,6,9,29,32,35,2,4
18124,8,10,12,19,20,10,11
18125,7,16,20,21,34,4,6
18126,11,13,15,21,27,5,6
18127,1,3,4,11,29,8,12
18128,11,12,14,16,26,8,9
18129,4,7,21,22,29,3,6
