id,,,,,,,
16001,1,7,19,20,30,5,10
16002,7,12,18,25,35,7,9
16003,4,12,17,22,26,6,7
16004,10,20,23,32,35,9,10
16005,6,9,12,15,20,8,11
16006,14,16,17,22,24,2,9
16007,2,5,14,32,35,1,3
16008,5,12,31,34,35,4,5
16009,5,8,10,17,20,2,12
16010,12,13,15,16,28,2,5
16011,2,8,10,15,23,5,10
16012,5,7,11,23,28,3,12
16013,3,21,23,31,35,2,11
16014,6,8,21,24,27,2,10
16015,1,4,10,13,30,3,9
16016,3,10,22,29,32,2,5
16017,11,18,24,28,29,5,10
16018,5,10,13,27,33,8,11
16019,4,11,15,20,26,8,9
16020,1,16,22,29,30,2,9
16021,1,4,9,10,35,9,11
16022,4,18,21,30,35,2,11
16023,4,9,14,25,27,6,11
16024,1,2,11,15,18,4,8
16025,3,6,13,23,24,7,10
16026,2,6,29,30,34,1,7
16027,6,11,13,15,28,2,6
16028,13,18,20,23,31,3,6
16029,20,26,27,29,32,5,12
16030,10,19,21,29,33,4,6
16031,3,14,24,27,29,4,11
16032,5,9,14,20,33,5,12
16033,3,14,15,31,35,9,10
16034,14,18,31,32,35,9,10
16035,17,22,24,25,29,9,12
16036,7,15,26,30,31,3,6
16037,3,5,13,24,34,3,5
16038,3,7,9,15,33,5,12
16039,1,8,16,22,28,4,5
16040,20,22,29,30,35,1,6
16041,12,23,24,27,34,3,6
16042,2,6,8,19,24,1,6
16043,1,9,16,33,34,9,12
16044,1,6,10,20,31,5,11
16045,7,11,25,30,33,2,8
16046,3,19,22,32,34,8,12
16047,2,3,23,29,32,5,9
16048,4,12,17,25,27,4,10
16049,3,4,5,27,33,4,9
16050,7,17,21,29,35,4,5
16051,16,21,23,24,32,7,8
16052,8,14,19,20,33,10,11
16053,4,13,15,30,35,3,5
16054,2,5,9,21,30,6,7
16055,6,21,27,30,34,4,9
16056,10,12,14,31,35,4,5
16057,8,17,19,23,30,3,8
16058,2,15,17,23,28,5,9
16059,2,10,27,28,33,5,7
16060,2,6,22,27,34,8,11
16061,9,15,17,21,23,7,12
16062,2,10,14,15,35,1,9
16063,8,12,22,27,35,5,9
16064,1,2,10,18,35,5,11
16065,1,9,18,22,24,11,12
16066,10,28,29,31,33,5,11
16067,2,8,11,13,19,2,8
16068,5,7,22,26,34,7,12
16069,14,17,19,23,30,2,9
16070,2,9,13,19,23,5,7
16071,8,15,19,20,33,7,12
16072,16,20,24,26,31,4,9
16073,7,14,17,24,27,8,10
16074,1,5,7,11,14,3,8
16075,3,7,17,22,31,8,12
16076,3,8,10,17,31,5,6
16077,9,11,14,16,35,2,5
16078,7,18,29,31,35,5,11
16079,7,14,15,20,27,5,10
16080,15,20,29,30,33,7,12
16081,6,7,18,21,33,3,8
16082,3,8,23,28,29,2,7
16083,1,5,9,33,35,1,5
16084,8,12,15,26,35,1,8
16085,14,15,27,31,32,1,7
16086,3,5,22,25,30,7,9
16087,3,16,17,23,25,7,9
16088,4,6,17,21,30,6,11
16089,7,14,17,28,34,7,10
16090,4,6,8,28,32,7,12
16091,8,13,17,21,22,2,8
16092,2,13,31,33,34,7,11
16093,1,8,14,30,35,6,7
16094,1,14,16,17,18,5,7
16095,8,12,18,19,21,3,6
16096,1,6,8,12,21,5,10
16097,6,8,18,31,33,10,12
16098,8,9,11,20,29,4,5
16099,3,4,12,14,27,1,5
16100,8,12,19,26,30,2,12
16101,4,6,28,33,35,7,12
16102,3,5,6,34,35,3,12
16103,5,14,20,23,29,3,11
16104,1,20,22,23,30,6,7
16105,8,11,31,34,35,1,2
16106,3,21,30,33,35,1,4
16107,2,6,19,24,26,4,6
16108,10,17,22,23,25,7,9
16109,3,25,28,31,34,11,12
16110,7,20,21,23,30,7,10
16111,4,9,22,26,27,2,12
16112,7,22,23,31,32,4,5
16113,10,11,17,30,34,3,12
16114,16,17,20,32,33,3,7
16115,1,4,15,31,34,2,11
16116,4,6,8,19,34,10,12
16117,3,9,14,16,23,2,9
16118,12,15,18,24,29,3,11
16119,2,3,9,21,22,5,10
16120,3,10,20,32,34,4,7
16121,4,5,8,15,20,1,6
16122,1,3,12,14,29,2,6
16123,4,5,13,20,32,1,10
16124,4,13,24,26,29,8,11
16125,6,7,8,28,30,1,2
16126,11,13,16,19,24,6,8
16127,1,5,15,24,26,9,10
16128,17,20,22,30,33,7,8
16129,7,8,19,30,35,8,9
16130,11,23,32,33,34,1,12
16131,6,13,25,28,30,2,7
16132,4,18,19,22,35,1,2
16133,1,4,5,23,28,5,9
16134,1,3,31,32,34,2,7
16135,1,10,12,18,35,1,12
16136,5,6,7,19,23,4,11
16137,7,20,23,29,34,2,10
16138,12,13,16,29,35,5,11
16139,13,21,30,31,35,1,8
16140,12,16,23,29,34,4,11
16141,2,6,7,19,28,11,12
16142,1,6,17,23,26,6,12
16143,4,6,22,27,31,6,7
16144,4,5,13,22,31,5,10
16145,1,9,11,17,28,3,8
16146,21,22,25,29,34,1,11
16147,7,19,20,28,30,4,12
16148,5,14,15,23,25,6,8
16149,1,2,3,12,33,4,9
16150,1,10,18,24,29,7,10
16151,4,7,11,14,21,5,12
16152,8,17,22,24,30,5,11
16153,13,18,25,29,35,3,11
